network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,fur_mark,sex,stage_current_year,Node_All days_detected,btw_spat,btw_soc
Network_746,R486_R650,2,0.01048799792881957,0.009421002112601228,2,61,265,0.1448087431693989,0.4689596699003679,spoon,F,A,12,47,33
Network_746,R630,6,0.06381675848392829,0.0034438636766652717,6,61,265,0.1448087431693989,0.4689596699003679,four_blots,M,P,1,0,12
Network_746,R075_L114_L277,4,0.03371883313724371,0.00024168236032642815,4,61,265,0.1448087431693989,0.4689596699003679,ghost,F,A,12,79,1
Network_746,R213_L226,7,0.06697797333909085,0.0022545298392756016,6,61,265,0.1448087431693989,0.4689596699003679,pine,F,A,3,4,8
Network_746,R440,3,0.0312267119772885,0.0,3,61,265,0.1448087431693989,0.4689596699003679,lambda,F,A,2,0,0
Network_746,R631,1,0.010189777475371158,0.0,1,61,265,0.1448087431693989,0.4689596699003679,spin,F,P,1,0,0
Network_746,R617,10,0.1542368453963903,0.0067670835372931094,7,61,265,0.1448087431693989,0.4689596699003679,foot,F,P,2,1,24
Network_746,R606,7,0.09870074910884122,0.0018748913144549324,6,61,265,0.1448087431693989,0.4689596699003679,euro,M,P,1,0,7
Network_746,R613,9,0.14026896540334216,0.004050563203701869,7,61,265,0.1448087431693989,0.4689596699003679,forty_four,M,P,8,9,14
Network_746,R648,4,0.04967080008106971,0.0,4,61,265,0.1448087431693989,0.4689596699003679,rain,F,P,2,0,0
Network_746,R605,15,0.2136135420783934,0.029688866220389527,7,61,265,0.1448087431693989,0.4689596699003679,tulip,M,P,5,17,105
Network_746,R247_R539_L433,7,0.05965287407533111,0.0014824968364723912,6,61,265,0.1448087431693989,0.4689596699003679,Mills,M,A,2,0,5
Network_746,R557,7,0.09797406853938921,0.002951977401129943,6,61,265,0.1448087431693989,0.4689596699003679,therefore,F,P,29,95,10
Network_746,R632,1,0.016813865463433653,0.0,1,61,265,0.1448087431693989,0.4689596699003679,freezing_rain,F,A,1,0,0
Network_746,R563,3,0.04950155858907653,0.00011299435028248589,3,61,265,0.1448087431693989,0.4689596699003679,Jupiter,M,P,4,0,0
Network_746,R664,1,0.01321636858561659,0.0,1,61,265,0.1448087431693989,0.4689596699003679,squirrel,F,A,3,4,0
Network_746,R459_R553,4,0.0652758366914452,0.0011342208607151526,4,61,265,0.1448087431693989,0.4689596699003679,three_open_circles,M,A,2,3,4
Network_746,R685,1,0.013977838057780294,0.0,1,61,265,0.1448087431693989,0.4689596699003679,peace_sign,F,P,8,45,0
